p_name	l_partkey	c_name	o_orderkey	n_name
5470784	hot brown misty cornflower peru	122510	Customer#000006910	Supplier#000002511
972901	mint aquamarine smoke sienna gainsboro	180894	Customer#000141100	Supplier#000008449
1177378	thistle cyan navajo beige khaki	128964	Customer#000050327	Supplier#000001477
1436544	sandy smoke lace red ivory	50419	Customer#000077260	Supplier#000002925
1436544	azure navajo sienna brown green	182623	Customer#000077260	Supplier#000005142
1436544	smoke indian chocolate turquoise lawn	20441	Customer#000077260	Supplier#000005446
1436544	white spring goldenrod dark light	123940	Customer#000077260	Supplier#000003941
2831680	blush almond ghost grey khaki	130967	Customer#000103721	Supplier#000005994
2184164	dark olive green burnished ghost	179985	Customer#000099814	Supplier#000002503
2184164	lemon salmon antique peach floral	110313	Customer#000099814	Supplier#000005336
1914983	deep tan drab pale cream	117953	Customer#000110848	Supplier#000002976
1914983	cornflower tan sienna pink yellow	25273	Customer#000110848	Supplier#000007776
1914983	olive dodger lime blush lavender	65321	Customer#000110848	Supplier#000007828
1914983	light coral midnight burnished frosted	39930	Customer#000110848	Supplier#000004937
2971972	dark navajo orange honeydew lavender	143988	Customer#000134032	Supplier#000006503
2971972	slate ghost pale forest honeydew	150947	Customer#000134032	Supplier#000008493
2971972	cornflower blush honeydew khaki light	158857	Customer#000134032	Supplier#000001373
2971972	sienna forest midnight deep frosted	140779	Customer#000134032	Supplier#000003294
3405634	chocolate metallic coral smoke red	188968	Customer#000034483	Supplier#000006523
2708097	dodger firebrick plum ivory navajo	136969	Customer#000144169	Supplier#000004509
2708097	tan midnight blanched white lemon	85851	Customer#000144169	Supplier#000005852
3058433	spring royal black navajo cream	72556	Customer#000109411	Supplier#000005064
3058433	bisque drab blanched powder lavender	63710	Customer#000109411	Supplier#000006217
3726885	slate grey midnight deep chiffon	159183	Customer#000115840	Supplier#000006729
3726885	tan drab blanched chartreuse sky	132939	Customer#000115840	Supplier#000007966
4113155	mint white almond yellow hot	191744	Customer#000090490	Supplier#000006783
4113155	plum blanched lace cornsilk lawn	41593	Customer#000090490	Supplier#000006602
2576578	antique rosy slate aquamarine salmon	185952	Customer#000094546	Supplier#000003507
2576578	lace powder maroon hot royal	156729	Customer#000094546	Supplier#000009245
2961026	dark navy coral cyan red	91626	Customer#000018637	Supplier#000009154
4584005	antique lavender lawn violet lace	187723	Customer#000034933	Supplier#000005278
217541	light goldenrod beige tan ivory	30954	Customer#000004765	Supplier#000000955
217541	drab azure snow turquoise dark	199555	Customer#000004765	Supplier#000009556
462788	drab cream lace metallic forest	74893	Customer#000027095	Supplier#000009908
462788	cornsilk indian dodger firebrick puff	157076	Customer#000027095	Supplier#000007077
5430977	sky green dim yellow cornflower	97771	Customer#000052840	Supplier#000000281
5430977	drab orange sky black navy	36604	Customer#000052840	Supplier#000001611
280129	tan chiffon turquoise drab moccasin	171959	Customer#000039796	Supplier#000006994
1186308	burnished olive chartreuse cream blanched	174457	Customer#000023122	Supplier#000006975
1186308	bisque sky steel purple drab	188449	Customer#000023122	Supplier#000006004
846213	frosted dark snow indian drab	75992	Customer#000047060	Supplier#000001007
1251844	seashell frosted azure firebrick green	59591	Customer#000096092	Supplier#000002097
1251844	yellow seashell magenta honeydew aquamarine	174804	Customer#000096092	Supplier#000004805
1497766	sandy black slate peru cornsilk	22604	Customer#000037952	Supplier#000002605
1497766	blanched brown cornsilk lawn chiffon	66161	Customer#000037952	Supplier#000008668
1497766	ghost azure puff midnight dodger	157941	Customer#000037952	Supplier#000002972
55937	hot dim burnished steel rosy	46111	Customer#000016586	Supplier#000006112
80550	ghost lemon powder bisque rose	5731	Customer#000030805	Supplier#000003232
80550	peach antique purple metallic peru	160599	Customer#000030805	Supplier#000003116
80550	brown chiffon orange dark peru	140507	Customer#000030805	Supplier#000003022
80550	pink purple azure lavender green	104891	Customer#000030805	Supplier#000007402
273348	hot grey sienna red medium	196814	Customer#000134857	Supplier#000006815
273348	spring gainsboro maroon blue indian	42639	Customer#000134857	Supplier#000002640
273348	slate magenta blue lavender orange	23713	Customer#000134857	Supplier#000003714
280129	lemon chocolate lime snow brown	17956	Customer#000039796	Supplier#000007957
280129	lawn blush sienna grey khaki	177749	Customer#000039796	Supplier#000002784
824384	powder linen white dark magenta	157741	Customer#000145234	Supplier#000005287
1186308	blue burnished puff navy royal	135874	Customer#000023122	Supplier#000000901
279812	almond navajo smoke violet forest	63946	Customer#000091154	Supplier#000008959
502886	burnished honeydew grey azure pink	109555	Customer#000016384	Supplier#000004576
502886	smoke lawn peru antique goldenrod	35492	Customer#000016384	Supplier#000005493
2854465	almond cornflower seashell olive green	147727	Customer#000131215	Supplier#000000242
2854465	white peach blue beige orchid	27671	Customer#000131215	Supplier#000002676
2854465	almond cream spring dodger rosy	58280	Customer#000131215	Supplier#000003291
2854465	chiffon bisque wheat blanched azure	100910	Customer#000131215	Supplier#000008441
884673	green lime burnished powder turquoise	64553	Customer#000068108	Supplier#000007060
884673	red tomato medium khaki gainsboro	148627	Customer#000068108	Supplier#000006170
922086	sienna peach green midnight purple	166604	Customer#000103207	Supplier#000006605
922086	grey aquamarine steel lemon chartreuse	102901	Customer#000103207	Supplier#000000432
1003328	lawn magenta blanched sienna drab	123678	Customer#000063749	Supplier#000006191
1003328	deep floral blush hot lawn	46889	Customer#000063749	Supplier#000004402
1003328	navajo rose maroon gainsboro plum	37550	Customer#000063749	Supplier#000007551
1003328	metallic olive lime rosy magenta	92982	Customer#000063749	Supplier#000008001
645412	light plum navy ghost medium	194782	Customer#000049288	Supplier#000004783
3307010	green blue pale firebrick pink	57975	Customer#000100810	Supplier#000000481
3307010	chiffon lime hot grey red	185695	Customer#000100810	Supplier#000000732
3456515	mint violet gainsboro turquoise blush	85616	Customer#000015518	Supplier#000000633
3456515	lavender mint metallic yellow grey	131599	Customer#000015518	Supplier#000006626
3456515	azure brown plum rosy black	107530	Customer#000015518	Supplier#000005061
3547139	pale cornflower sky firebrick navy	72962	Customer#000014270	Supplier#000002963
1406914	saddle chocolate salmon dark snow	39940	Customer#000131482	Supplier#000007450
1975399	sandy goldenrod ghost medium linen	108647	Customer#000128458	Supplier#000001158
2334433	lemon sienna rose blush burlywood	160889	Customer#000038773	Supplier#000008438
1750466	beige midnight floral grey forest	13827	Customer#000021433	Supplier#000008830
1750466	violet goldenrod magenta lace bisque	65604	Customer#000021433	Supplier#000000617
1750466	navy lace lawn almond papaya	193758	Customer#000021433	Supplier#000008797
1474818	orchid chartreuse blanched rosy ghost	145878	Customer#000024341	Supplier#000000907
1474818	cornsilk rose hot floral beige	167453	Customer#000024341	Supplier#000002486
1474818	smoke red light lawn chocolate	176145	Customer#000024341	Supplier#000006146
2841926	cyan blush black metallic bisque	70436	Customer#000142015	Supplier#000005451
2841926	tomato cyan goldenrod sandy firebrick	133912	Customer#000142015	Supplier#000001452
2841926	pink ghost sky blanched burlywood	47806	Customer#000142015	Supplier#000000311
3405634	coral smoke dark midnight azure	107786	Customer#000034483	Supplier#000002807
3726885	green indian midnight mint slate	186609	Customer#000115840	Supplier#000004164
3726885	salmon tomato linen plum frosted	100879	Customer#000115840	Supplier#000003390
5572898	peach lawn red white cream	163516	Customer#000067733	Supplier#000003517
5572898	ivory pink papaya navajo coral	8305	Customer#000067733	Supplier#000005806
5572898	deep burlywood coral navajo saddle	55971	Customer#000067733	Supplier#000003487
5572898	chocolate aquamarine firebrick olive sandy	54584	Customer#000067733	Supplier#000004585
5893511	bisque gainsboro steel blush purple	4565	Customer#000049033	Supplier#000009566
4248583	chocolate cyan tan blush lawn	28714	Customer#000021529	Supplier#000003719
4248583	magenta purple blue khaki deep	193852	Customer#000021529	Supplier#000008891
4165504	plum metallic indian hot honeydew	47072	Customer#000080488	Supplier#000009577
4165504	tan black frosted firebrick red	81883	Customer#000080488	Supplier#000004392
4165504	smoke khaki gainsboro chocolate black	196699	Customer#000080488	Supplier#000006700
4584005	floral seashell black violet powder	189897	Customer#000034933	Supplier#000009898
4584005	brown peru papaya lemon powder	47217	Customer#000034933	Supplier#000004730
3234337	navy peach frosted azure gainsboro	4629	Customer#000096424	Supplier#000007130
3234337	grey sienna ivory lemon puff	193494	Customer#000096424	Supplier#000008533
3234337	cornsilk hot deep green cream	48966	Customer#000096424	Supplier#000001471
3234337	coral burnished rosy lemon orange	160920	Customer#000096424	Supplier#000003437
3234337	almond dodger beige chocolate cyan	157819	Customer#000096424	Supplier#000002850
3597604	orchid bisque drab grey cornflower	14987	Customer#000095857	Supplier#000004988
3597604	tan misty salmon blush grey	81572	Customer#000095857	Supplier#000001573
3597604	black misty saddle goldenrod navajo	194924	Customer#000095857	Supplier#000004925
4722021	sienna misty maroon almond papaya	14994	Customer#000128120	Supplier#000007496
4722021	gainsboro powder ivory blanched khaki	193129	Customer#000128120	Supplier#000000687
4676257	dodger salmon coral cornsilk saddle	193663	Customer#000053809	Supplier#000001221
4745607	burnished tomato bisque blanched cyan	149597	Customer#000046435	Supplier#000002112
1177378	papaya blanched forest dim ivory	127760	Customer#000050327	Supplier#000002785
4328516	azure orange burlywood lace peach	105954	Customer#000139823	Supplier#000003485
4328516	sandy ghost olive thistle blush	163880	Customer#000139823	Supplier#000001429
4328516	purple thistle drab rosy sandy	3653	Customer#000139823	Supplier#000008654
5430977	goldenrod magenta hot moccasin burnished	161805	Customer#000052840	Supplier#000001806
5430977	royal saddle pale blue dodger	173987	Customer#000052840	Supplier#000003988
2971972	gainsboro green steel white turquoise	195595	Customer#000134032	Supplier#000003153
2971972	peach lemon pink rose thistle	93827	Customer#000134032	Supplier#000001355
3292993	antique chiffon linen peru ivory	38881	Customer#000078313	Supplier#000006391
3292993	orchid floral snow linen chiffon	63957	Customer#000078313	Supplier#000001476
3292993	dodger lemon honeydew hot white	119675	Customer#000078313	Supplier#000004698
5007490	dim azure burnished cornsilk seashell	55295	Customer#000066098	Supplier#000007801
5007490	pale navajo burnished lawn peru	166708	Customer#000066098	Supplier#000001741
4768417	ivory azure navajo linen frosted	83969	Customer#000013261	Supplier#000008986
4768417	cyan seashell white steel chartreuse	41452	Customer#000013261	Supplier#000001453
80550	burnished chocolate linen purple peach	105752	Customer#000030805	Supplier#000000773
101700	black papaya purple azure orange	39242	Customer#000147289	Supplier#000006752
101700	bisque cyan saddle indian lemon	159943	Customer#000147289	Supplier#000002459
279812	cornsilk rose smoke cream goldenrod	139875	Customer#000091154	Supplier#000007415
279812	steel beige gainsboro cyan bisque	72943	Customer#000091154	Supplier#000007958
279812	violet black lace olive moccasin	109857	Customer#000091154	Supplier#000007388
502886	mint linen indian snow yellow	105844	Customer#000016384	Supplier#000008355
502886	grey blanched burnished purple navy	68171	Customer#000016384	Supplier#000008172
1634436	plum midnight metallic goldenrod cyan	6372	Customer#000011923	Supplier#000003873
1634436	mint ivory deep pink spring	90698	Customer#000011923	Supplier#000003208
1634436	aquamarine lavender cornsilk blanched lime	157873	Customer#000011923	Supplier#000002904
5044869	navy cyan azure yellow almond	164679	Customer#000069796	Supplier#000002228
869154	turquoise navy blush honeydew azure	7938	Customer#000125606	Supplier#000000439
869154	slate puff medium firebrick sandy	199589	Customer#000125606	Supplier#000004628
922086	blush honeydew tan sienna cream	65508	Customer#000103207	Supplier#000000521
1003328	goldenrod cyan blush red burlywood	199789	Customer#000063749	Supplier#000009790
1497766	goldenrod smoke hot midnight pale	198338	Customer#000037952	Supplier#000008339
2000131	lavender plum deep light lime	151879	Customer#000131099	Supplier#000001880
2000131	floral chocolate azure moccasin light	10199	Customer#000131099	Supplier#000002701
1230080	powder floral black dim pink	185749	Customer#000100660	Supplier#000000786
1230080	orange peach chiffon firebrick almond	110439	Customer#000100660	Supplier#000005462
