count(distinct l_linenumber)
7
sum(distinct l_linenumber)	avg(distinct l_linenumber)	count(distinct l_linenumber)
142684	7713	0.08
142685	2686	0.06
142696	239	0.07
142724	5239	0.06
142725	2726	0.04
142732	2733	0.06
142746	289	0.02
142756	299	0.06
142825	368	0.06
142867	7896	0.03
142875	5390	0.05
142891	434	0.04
142932	475	0.04
142948	7977	0.08
143007	8036	0.08
143016	559	0.02
143021	3022	0.04
143024	3025	0.00
143072	3073	0.06
143074	5589	0.04
143090	3091	0.06
143130	8159	0.01
143131	3132	0.08
143147	8176	0.03
143163	3164	0.02
143199	8228	0.04
143235	5750	0.08
143269	3270	0.06
143367	5882	0.03
143397	940	0.07
143397	3398	0.00
143420	3421	0.03
143440	3441	0.08
143444	3445	0.10
143448	3449	0.01
143464	3465	0.02
143480	8509	0.07
143488	3489	0.08
143492	6007	0.05
143495	8524	0.04
143503	1046	0.01
143507	1050	0.07
143527	3528	0.04
143538	3539	0.04
143540	8569	0.02
143550	6065	0.06
143570	6085	0.01
143576	1119	0.00
143595	8624	0.08
143603	3604	0.03
143609	3610	0.03
143630	3631	0.08
143660	6175	0.07
143661	1204	0.06
143689	8718	0.04
143712	6227	0.03
143721	1264	0.07
143724	6239	0.01
143741	8770	0.04
143743	6258	0.06
143748	3749	0.02
143765	1308	0.08
143832	3833	0.05
143858	1401	0.01
143875	1418	0.05
143948	3949	0.08
143957	8986	0.08
143964	6479	0.02
143968	6483	0.06
143978	9007	0.08
143992	3993	0.02
144002	4003	0.00
144005	1548	0.06
144056	4057	0.07
144071	4072	0.00
144084	1627	0.04
144104	9133	0.03
144110	9139	0.01
144119	6634	0.04
144131	6646	0.03
144157	6672	0.03
144215	6730	0.00
144247	4248	0.00
144289	1832	0.01
144309	4310	0.02
144311	4312	0.05
144342	1885	0.08
144364	4365	0.07
144368	1911	0.04
144382	1925	0.04
144418	6933	0.07
144431	1974	0.06
144491	2034	0.00
144506	7021	0.00
144518	2061	0.04
144523	9552	0.08
144524	2067	0.04
144534	9563	0.05
144553	7068	0.05
144557	2100	0.04
144589	2132	0.04
144635	2178	0.00
144641	2184	0.05
144644	9673	0.08
144672	2215	0.01
144679	4680	0.08
144736	2279	0.06
144749	2292	0.04
144753	2296	0.05
144781	7296	0.07
144857	9886	0.06
144911	7426	0.08
144960	9989	0.05
144996	25	0.00
145035	64	0.06
145069	7584	0.02
145094	2637	0.00
145099	7614	0.00
145101	130	0.05
145103	132	0.06
145105	5106	0.04
145112	7627	0.02
145125	154	0.08
145132	2675	0.08
145137	7652	0.06
145141	5142	0.02
145146	5147	0.05
145163	192	0.05
145165	7680	0.01
145173	7688	0.06
145228	5229	0.02
145243	7758	0.08
145318	7833	0.05
145349	378	0.07
145367	396	0.02
145484	5485	0.08
145505	534	0.06
145505	5506	0.07
145537	5538	0.08
145578	8093	0.08
145596	3139	0.02
145618	3161	0.02
145670	699	0.01
145672	5673	0.01
145675	8190	0.05
145699	8214	0.06
145714	5715	0.01
145731	8246	0.03
145739	5740	0.03
145743	5744	0.05
145767	8282	0.04
145784	3327	0.04
145806	835	0.04
145814	8329	0.03
145835	864	0.03
145837	866	0.03
145889	918	0.03
145926	3469	0.05
146003	8518	0.07
146006	6007	0.04
146041	6042	0.08
146052	3595	0.08
146071	8586	0.06
146117	8632	0.06
146158	6159	0.04
146161	1190	0.00
146190	6191	0.06
146195	1224	0.01
146226	1255	0.00
146229	6230	0.02
146230	8745	0.02
146297	6298	0.07
146299	3842	0.08
146311	3854	0.01
146343	3886	0.05
146422	3965	0.01
146436	8951	0.08
146467	8982	0.04
146506	4049	0.06
146526	1555	0.08
146543	1572	0.00
146553	6554	0.07
146555	9070	0.05
146614	6615	0.08
146616	1645	0.03
146677	1706	0.00
146679	6680	0.01
146691	9206	0.02
146694	1723	0.07
146699	9214	0.08
146703	1732	0.00
146706	4249	0.00
146708	1737	0.07
146710	9225	0.03
146728	6729	0.02
146736	6737	0.03
146763	6764	0.02
146766	1795	0.01
146770	6771	0.00
146771	6772	0.06
146773	6774	0.05
146785	9300	0.07
146791	6792	0.06
146828	6829	0.08
146835	4378	0.06
146895	4438	0.02
146899	4442	0.06
146951	4494	0.06
146960	9475	0.04
146966	6967	0.02
146971	2000	0.08
146993	4536	0.07
147002	9517	0.08
147005	4548	0.02
147020	2049	0.07
147022	4565	0.06
147031	9546	0.05
147061	7062	0.00
147067	9582	0.06
147084	7085	0.03
147087	4630	0.08
147092	9607	0.00
147102	4645	0.02
147127	2156	0.03
147138	7139	0.06
147191	7192	0.01
147205	7206	0.06
147224	9739	0.07
147233	9748	0.08
147236	4779	0.04
147238	7239	0.04
147247	7248	0.02
147305	7306	0.05
147333	9848	0.00
147335	7336	0.05
147364	4907	0.02
147369	9884	0.00
147375	9890	0.04
147409	4952	0.06
147424	2453	0.08
147452	9967	0.03
147473	9988	0.02
147482	5025	0.00
147486	5029	0.01
147505	2534	0.01
147542	7543	0.00
147556	2585	0.03
147605	2634	0.07
147610	2639	0.03
147623	5166	0.01
147638	5181	0.05
147648	5191	0.07
147676	5219	0.02
147690	5233	0.04
147715	230	0.01
147716	5259	0.01
147722	5265	0.07
147722	7723	0.03
147809	5352	0.07
147816	5359	0.07
147836	2865	0.05
147844	7845	0.01
147847	362	0.01
147859	5402	0.00
147897	5440	0.01
147902	5445	0.04
147914	5457	0.05
147922	2951	0.04
147931	7932	0.04
147932	2961	0.08
147955	7956	0.03
147996	511	0.02
148024	539	0.05
148041	5584	0.03
148043	8044	0.02
148058	3087	0.02
148071	3100	0.06
148092	607	0.08
148097	8098	0.06
148105	5648	0.08
148111	626	0.08
148150	665	0.04
148177	8178	0.05
148197	3226	0.04
148213	728	0.06
148228	743	0.01
148235	8236	0.00
148249	5792	0.05
148297	8298	0.01
148309	3338	0.05
148313	828	0.06
148399	3428	0.07
148401	3430	0.00
148414	929	0.06
148426	941	0.02
148432	5975	0.08
148438	5981	0.00
148471	6014	0.07
148482	6025	0.00
148529	6072	0.07
148531	1046	0.04
148556	3585	0.00
148561	6104	0.07
148628	6171	0.03
148631	6174	0.07
148677	8678	0.06
148745	1260	0.02
148786	8787	0.02
148805	1320	0.03
148818	1333	0.01
148834	6377	0.04
148862	3891	0.04
148885	3914	0.07
148903	3932	0.06
148903	8904	0.04
148943	3972	0.07
148947	6490	0.06
148976	8977	0.04
148984	1499	0.03
149014	9015	0.03
149038	1553	0.06
149045	1560	0.08
149078	1593	0.05
149123	1638	0.05
149141	4170	0.06
149150	4179	0.00
149156	6699	0.01
149217	1732	0.02
149223	4252	0.12
149227	1742	0.07
149235	9236	0.03
149239	6782	0.00
149264	9265	0.06
149281	9282	0.05
149295	9296	0.02
149299	4328	0.00
149310	4339	0.06
149318	6861	0.02
149335	9336	0.04
149367	6910	0.00
149368	9369	0.07
149415	6958	0.00
149418	6961	0.05
149459	7002	0.04
149461	4490	0.07
149475	1990	0.06
149477	7020	0.06
149523	9524	0.00
149542	9543	0.02
149552	2067	0.03
149567	2082	0.02
149585	2100	0.04
149605	4634	0.01
149611	9612	0.00
149613	7156	0.05
149670	2185	0.02
149680	2195	0.08
149692	7235	0.03
149703	7246	0.07
149725	4754	0.04
149726	7269	0.08
149786	4815	0.06
149802	9803	0.01
149818	7361	0.00
149854	2369	0.06
149858	7401	0.01
149926	2441	0.06
149926	7469	0.14
149927	7470	0.01
149929	4958	0.08
150009	10	0.00
150016	5047	0.04
150036	7582	0.06
150058	5089	0.06
150082	7628	0.05
150111	112	0.00
150138	5169	0.08
150168	169	0.04
150168	2684	0.04
150171	5202	0.02
150207	5238	0.06
150214	215	0.08
150263	264	0.08
150275	2791	0.06
150279	280	0.07
150350	7896	0.05
150352	353	0.03
150384	2900	0.05
150385	386	0.05
150471	8017	0.00
150486	5517	0.06
150506	8052	0.02
150566	8112	0.07
150618	5649	0.05
150639	640	0.05
150661	8207	0.07
150679	5710	0.07
150710	711	0.01
150765	3281	0.02
150780	3296	0.02
150851	3367	0.08
150880	8426	0.04
150885	3401	0.02
150890	891	0.00
150896	5927	0.00
150899	900	0.06
150926	5957	0.00
150928	5959	0.01
151032	3548	0.02
151035	6066	0.03
151041	1042	0.04
151058	8604	0.06
151109	1110	0.01
151140	3656	0.04
151174	8720	0.02
151238	8784	0.02
151257	1258	0.04
151270	6301	0.06
151303	8849	0.06
151328	8874	0.05
151357	3873	0.07
151373	3889	0.00
151415	6446	0.01
151422	1423	0.02
151436	6467	0.04
151448	6479	0.01
151456	1457	0.03
151474	6505	0.04
151519	6550	0.03
151529	1530	0.05
151553	6584	0.03
151574	4090	0.05
151587	1588	0.01
151611	1612	0.03
151663	1664	0.04
151733	9279	0.07
151742	1743	0.06
151767	1768	0.03
151774	4290	0.00
151785	6816	0.01
151799	1800	0.03
151816	4332	0.07
151821	4337	0.02
151842	9388	0.00
151894	9440	0.01
151901	9447	0.07
151908	6939	0.08
151951	1952	0.01
151976	1977	0.07
151986	1987	0.03
151996	7027	0.00
152040	9586	0.03
152107	7138	0.08
152192	2193	0.05
152207	4723	0.04
152220	9766	0.07
152242	9788	0.06
152247	9793	0.02
152253	2254	0.04
152267	7298	0.06
152273	7304	0.04
152320	2321	0.04
152357	7388	0.04
152365	7396	0.01
152367	4883	0.00
152394	4910	0.05
152402	9948	0.05
152405	9951	0.07
152473	19	0.05
152475	2476	0.01
152499	7530	0.07
152518	5034	0.06
152521	7552	0.04
152523	2524	0.00
152587	2588	0.01
152606	7637	0.00
152611	5127	0.06
152637	183	0.06
152669	5185	0.03
152686	232	0.08
152687	7718	0.02
152689	7720	0.08
152691	7722	0.02
152714	2715	0.00
152719	5235	0.02
152726	5242	0.05
152739	2740	0.03
152742	5258	0.06
152748	5264	0.03
152753	7784	0.04
152769	7800	0.07
152779	5295	0.01
152792	5308	0.00
152794	7825	0.08
152800	2801	0.05
152800	5316	0.05
152822	368	0.00
152830	2831	0.02
152882	7913	0.00
152892	438	0.05
152897	5413	0.05
152927	473	0.02
152952	7983	0.03
152967	2968	0.06
152987	5503	0.04
152987	8018	0.01
152994	2995	0.06
153005	5521	0.06
153018	564	0.03
153056	5572	0.02
153063	609	0.01
153067	613	0.07
153079	625	0.00
153091	8122	0.05
153105	5621	0.01
153182	5698	0.03
153202	748	0.01
153250	8281	0.02
153301	8332	0.00
153316	5832	0.08
153317	5833	0.07
153358	5874	0.01
153390	3391	0.05
153443	989	0.08
153454	5970	0.01
153468	8499	0.05
153471	5987	0.03
153491	6007	0.03
153529	8560	0.01
153555	3556	0.01
153561	3562	0.03
153569	1115	0.04
153579	1125	0.06
153593	1139	0.05
153597	3598	0.01
153608	6124	0.06
153658	3659	0.08
153732	8763	0.04
153755	1301	0.04
153784	3785	0.07
153805	6321	0.08
153857	1403	0.02
153861	1407	0.05
153894	1440	0.01
153929	3930	0.06
153935	1481	0.08
153937	8968	0.00
153953	6469	0.07
153954	1500	0.07
153969	3970	0.00
153991	3992	0.07
153991	6507	0.07
154010	4011	0.00
154047	6563	0.05
154062	4063	0.02
154176	1722	0.06
154178	4179	0.07
154197	6713	0.03
154204	4205	0.00
154218	1764	0.00
154273	6789	0.04
154282	6798	0.07
154323	6839	0.01
154336	1882	0.04
154354	4355	0.00
154360	9391	0.08
154366	1912	0.03
154380	1926	0.07
154436	9467	0.08
154500	9531	0.03
154506	9537	0.00
154578	9609	0.03
154615	2161	0.07
154641	9672	0.01
154658	7174	0.06
154659	4660	0.08
154729	7245	0.07
154735	4736	0.04
154736	4737	0.02
154755	2301	0.03
154767	7283	0.06
154773	7289	0.04
154833	2379	0.03
154853	9884	0.03
154857	2403	0.01
154868	7384	0.07
154875	9906	0.06
154883	7399	0.03
154900	9931	0.02
154925	4926	0.08
154932	9963	0.00
154955	2501	0.00
154975	7491	0.01
154992	4993	0.00
155005	5006	0.03
155021	52	0.05
155040	71	0.05
155065	5066	0.01
155067	98	0.00
155079	7595	0.06
155084	7600	0.04
155108	139	0.04
155118	5119	0.06
155132	163	0.06
155169	5170	0.01
155180	211	0.06
155190	7706	0.02
155202	5203	0.08
155205	7721	0.00
155206	7722	0.01
155233	5234	0.05
155238	269	0.05
155313	344	0.08
155318	349	0.05
155340	5341	0.03
155369	5370	0.00
155391	7907	0.00
155396	7912	0.00
155448	5449	0.02
155456	5457	0.06
155462	5463	0.06
155470	3016	0.00
155497	8013	0.06
155542	5543	0.08
155564	8080	0.08
155605	3151	0.08
155669	700	0.00
155703	3249	0.02
155719	3265	0.03
155800	5801	0.01
155814	3360	0.07
155815	846	0.04
155829	8345	0.02
155831	862	0.04
155833	3379	0.06
155848	5849	0.07
155860	5861	0.08
155865	896	0.02
155868	8384	0.05
155872	8388	0.00
155887	5888	0.08
155894	3440	0.02
155900	3446	0.08
155942	973	0.08
155943	5944	0.00
155955	3501	0.05
155969	8485	0.01
155974	1005	0.02
156020	1051	0.08
156025	6026	0.05
156036	8552	0.07
156084	3630	0.08
156123	6124	0.04
156127	1158	0.01
156162	6163	0.03
156167	1198	0.01
156184	3730	0.02
156263	3809	0.02
156347	1378	0.03
156372	3918	0.02
156396	8912	0.03
156410	8926	0.00
156455	4001	0.08
156473	6474	0.02
156485	4031	0.02
156496	9012	0.04
156590	9106	0.02
156595	1626	0.04
156598	1629	0.02
156627	9143	0.05
156653	9169	0.00
156658	9174	0.01
156680	4226	0.01
156686	9202	0.07
156693	1724	0.02
156712	4258	0.00
156720	1751	0.07
156730	1761	0.00
156763	1794	0.03
156815	6816	0.06
156826	9342	0.04
156829	6830	0.01
156859	9375	0.01
156863	6864	0.01
156877	9393	0.04
156889	1920	0.03
156889	9405	0.03
156895	9411	0.06
156933	4479	0.01
156948	6949	0.04
156951	1982	0.08
156983	6984	0.08
157000	2031	0.06
157027	9543	0.08
157064	9580	0.06
157077	4623	0.02
157087	7088	0.02
157104	7105	0.02
157127	2158	0.08
157144	7145	0.05
157171	7172	0.04
157173	7174	0.02
157179	7180	0.02
157190	4736	0.06
157199	9715	0.08
157204	2235	0.07
157234	7235	0.06
157238	2269	0.02
157299	4845	0.02
157303	2334	0.00
157320	7321	0.05
157333	2364	0.01
157335	7336	0.00
157380	7381	0.01
157398	9914	0.06
157412	2443	0.06
157416	2447	0.05
157429	9945	0.04
157465	5011	0.04
157510	5056	0.00
157535	51	0.03
157549	5095	0.06
157550	66	0.02
157626	2657	0.02
157647	163	0.06
157654	7655	0.02
157659	2690	0.00
157697	213	0.06
157708	5254	0.03
157742	258	0.08
157815	2846	0.08
157819	2850	0.07
157834	350	0.08
157838	2869	0.06
157852	2883	0.01
157932	5478	0.06
157942	2973	0.00
157958	2989	0.08
157961	7962	0.04
157970	5516	0.03
158023	5569	0.00
158031	3062	0.03
158033	3064	0.06
158141	8142	0.04
158157	3188	0.08
158191	707	0.06
158214	730	0.05
158218	3249	0.08
158237	5783	0.06
158297	8298	0.03
158304	8305	0.04
158307	3338	0.00
158313	8314	0.00
158325	8326	0.03
158353	869	0.00
158356	8357	0.08
158367	3398	0.07
158379	3410	0.03
158379	5925	0.03
158406	922	0.02
158431	5977	0.07
158432	8433	0.01
158434	8435	0.05
158467	3498	0.00
158504	8505	0.07
158532	1048	0.05
158558	6104	0.01
158586	8587	0.06
158596	6142	0.05
158603	3634	0.05
158620	1136	0.07
158637	1153	0.01
158706	6252	0.05
158716	8717	0.02
158719	3750	0.01
158723	8724	0.08
158779	8780	0.07
158785	6331	0.05
158786	6332	0.08
158791	6337	0.04
158796	1312	0.04
158803	6349	0.04
158803	8804	0.03
158811	8812	0.08
158813	3844	0.07
158834	3865	0.08
158843	6389	0.02
158867	6413	0.08
158877	8878	0.02
158970	4001	0.07
158985	1501	0.01
159009	4040	0.06
159012	9013	0.00
159022	9023	0.06
159024	9025	0.06
159068	1584	0.08
159077	1593	0.04
159077	9078	0.06
159080	9081	0.08
159084	9085	0.08
159096	1612	0.05
159150	4181	0.01
159170	1686	0.01
159211	1727	0.07
159217	4248	0.05
159224	9225	0.01
159226	6772	0.00
159231	4262	0.05
159261	6807	0.02
159288	6834	0.07
159290	4321	0.02
159328	9329	0.06
159331	1847	0.02
159356	4387	0.05
159369	1885	0.03
159369	4400	0.05
159395	4426	0.04
159410	9411	0.01
159425	1941	0.08
159435	4466	0.01
159443	1959	0.07
159445	6991	0.07
159466	9467	0.02
159495	2011	0.03
159509	9510	0.06
159521	9522	0.03
159523	2039	0.06
159552	9553	0.03
159554	7100	0.00
159586	7132	0.01
159600	7146	0.03
159610	7156	0.07
159615	9616	0.08
159624	4655	0.03
159632	2148	0.03
159641	2157	0.08
159653	7199	0.06
159678	2194	0.02
159691	7237	0.03
159694	2210	0.02
159702	4733	0.01
159710	4741	0.02
159719	4750	0.00
159746	9747	0.06
159749	4780	0.02
159783	7329	0.08
159784	9785	0.00
159799	7345	0.05
159820	7366	0.07
159828	4859	0.04
159835	4866	0.00
159850	4881	0.03
159879	2395	0.00
159894	2410	0.01
159931	4962	0.03
159986	7532	0.04
159991	2507	0.00
160005	2522	0.08
160014	7563	0.01
160021	5054	0.05
160025	7574	0.07
160037	2554	0.05
160043	2560	0.07
160065	66	0.03
160081	7630	0.06
160122	2639	0.04
160148	2665	0.07
160159	160	0.08
160181	5214	0.07
160192	7741	0.07
160226	227	0.03
160257	258	0.01
160276	2793	0.00
160311	312	0.07
160341	7890	0.07
160371	372	0.07
160380	5413	0.08
160380	7929	0.07
160408	5441	0.02
160418	419	0.05
160455	8004	0.08
160476	2993	0.00
160505	3022	0.08
160509	8058	0.03
160522	3039	0.06
160555	8104	0.02
160562	3079	0.06
160566	567	0.04
160627	3144	0.04
160636	5669	0.07
160667	5700	0.08
160679	3196	0.04
160701	5734	0.08
160711	712	0.04
160733	734	0.01
160745	3262	0.07
160761	8310	0.02
160824	8373	0.06
160877	5910	0.03
160878	3395	0.02
160878	5911	0.02
160884	885	0.05
160890	891	0.08
160895	5928	0.04
160895	8444	0.04
160919	8468	0.05
160956	3473	0.03
160989	8538	0.07
160992	3509	0.00
161015	6048	0.06
161026	8575	0.00
161029	3546	0.00
161033	3550	0.00
161035	1036	0.06
161046	1047	0.08
161053	1054	0.07
161054	1055	0.01
161079	8628	0.04
161089	6122	0.06
161132	3649	0.08
161144	1145	0.05
161174	8723	0.07
161177	1178	0.02
161210	3727	0.07
161228	3745	0.00
161238	1239	0.02
161253	1254	0.03
161270	6303	0.01
161283	1284	0.05
161298	8847	0.07
161312	1313	0.04
161343	8892	0.04
161368	8917	0.01
161373	1374	0.03
161402	3919	0.06
161406	8955	0.05
161441	8990	0.06
161462	1463	0.08
161501	4018	0.07
161513	6546	0.04
161531	4048	0.03
161536	6569	0.07
161544	9093	0.00
161548	1549	0.07
161570	9119	0.04
161582	9131	0.00
161622	9171	0.04
161627	9176	0.05
161643	6676	0.05
161668	1669	0.07
161687	4204	0.07
161733	4250	0.02
161742	4259	0.01
161747	4264	0.01
161760	4277	0.01
161762	1763	0.07
161772	9321	0.02
161797	1798	0.01
161803	4320	0.08
161814	9363	0.01
161893	9442	0.07
161894	6927	0.04
161923	6956	0.00
161940	4457	0.08
161940	9489	0.06
161982	4499	0.05
161992	7025	0.00
161999	7032	0.05
161999	9548	0.05
162041	9590	0.08
162043	7076	0.03
162044	4561	0.08
162073	2074	0.07
162078	4595	0.06
162096	9645	0.04
162111	9660	0.08
162125	9674	0.02
162135	4652	0.05
162155	2156	0.06
162174	2175	0.06
162174	7207	0.02
162197	7230	0.04
162208	4725	0.06
162219	4736	0.00
162306	9855	0.02
162330	2331	0.01
162341	4858	0.02
162368	2369	0.03
162372	9921	0.00
162381	7414	0.04
162410	9959	0.02
162432	7465	0.01
162432	9981	0.08
162447	4964	0.03
162498	5015	0.01
162500	49	0.02
162522	2523	0.07
162553	7586	0.04
162601	150	0.02
162614	2615	0.02
162621	5138	0.03
162634	2635	0.02
162640	189	0.02
162651	7684	0.05
162663	212	0.06
162721	270	0.05
162728	2729	0.01
162764	5281	0.02
162801	7834	0.07
162806	7839	0.03
162921	2922	0.05
162936	7969	0.02
162974	2975	0.05
163001	550	0.05
163032	3033	0.03
163035	5552	0.06
163036	8069	0.03
163040	8073	0.08
163053	5570	0.08
163061	3062	0.08
163073	3074	0.04
163090	8123	0.00
163141	5658	0.07
163175	8208	0.07
163239	788	0.09
163281	8314	0.08
163333	8366	0.04
163334	883	0.01
163383	5900	0.02
163397	3398	0.08
163403	952	0.05
163415	3416	0.07
163436	8469	0.06
163452	8485	0.02
163490	1039	0.06
163518	1067	0.07
163525	3526	0.05
163530	1079	0.04
163556	1105	0.04
163590	6107	0.02
163628	1177	0.04
163639	8672	0.01
163647	6164	0.08
163653	3654	0.05
163673	1222	0.06
163706	8739	0.06
163712	3713	0.08
163846	1395	0.05
163898	6415	0.00
163940	3941	0.00
163986	6503	0.08
164012	4013	0.00
164037	6554	0.08
164048	1597	0.01
164054	4055	0.00
164058	1607	0.00
164065	1614	0.07
164124	6641	0.01
164130	1679	0.01
164171	9204	0.04
164225	6742	0.04
164274	9307	0.07
164292	1841	0.06
164303	1852	0.00
164332	6849	0.04
164350	1899	0.02
164357	4358	0.06
164383	1932	0.08
164392	4393	0.07
164440	1989	0.05
164452	4453	0.01
164453	9486	0.02
164460	2009	0.08
164467	4468	0.04
164477	6994	0.05
164492	9525	0.00
164496	2045	0.01
164503	7020	0.05
164508	9541	0.05
164524	4525	0.06
164531	9564	0.01
164533	2082	0.00
164560	2109	0.04
164612	7129	0.04
164614	7131	0.02
164645	9678	0.07
164646	9679	0.06
164675	9708	0.05
164688	4689	0.06
164700	4701	0.01
164711	4712	0.05
164717	7234	0.04
164747	9780	0.06
164768	2317	0.00
164774	9807	0.00
164782	2331	0.01
164788	7305	0.01
164805	4806	0.03
164807	9840	0.07
164808	9841	0.02
164836	9869	0.05
164838	9871	0.01
164877	9910	0.05
164896	9929	0.00
164947	7464	0.04
164968	1	0.01
164987	4988	0.07
164992	4993	0.01
165012	7529	0.00
165025	5026	0.06
165035	7552	0.06
165054	5055	0.04
165067	100	0.05
165076	2625	0.03
165122	7639	0.02
165127	2676	0.06
165166	5167	0.05
165189	222	0.02
165255	2804	0.01
165276	309	0.05
165279	312	0.08
165309	2858	0.04
165335	2884	0.06
165351	7868	0.05
165391	2940	0.00
165404	7921	0.01
165409	5410	0.06
165411	444	0.02
165414	5415	0.02
165425	2974	0.05
165425	5426	0.07
165429	7946	0.03
165458	7975	0.00
165487	3036	0.00
165538	5539	0.00
165543	576	0.02
165587	8104	0.03
165615	5616	0.05
165619	3168	0.00
165638	3187	0.07
165664	3213	0.06
165688	3237	0.04
165693	3242	0.06
165720	5721	0.02
165750	783	0.06
165770	803	0.00
165795	8312	0.07
165796	8313	0.05
165808	3357	0.05
165817	3366	0.03
165824	5825	0.01
165850	3399	0.05
165871	3420	0.03
165934	967	0.01
165936	969	0.07
165958	8475	0.08
165963	996	0.02
165980	5981	0.08
165986	8503	0.07
165991	5992	0.08
166028	6029	0.02
166043	3592	0.03
166058	8575	0.07
166075	1108	0.01
166076	1109	0.04
166083	1116	0.07
166125	3674	0.00
166155	6156	0.07
166156	6157	0.00
166181	8698	0.06
166196	1229	0.08
166201	1234	0.03
166229	3778	0.08
166282	3831	0.01
166305	1338	0.00
166333	8850	0.07
166334	1367	0.01
166343	8860	0.00
166362	8879	0.04
166366	6367	0.05
166377	1410	0.06
166378	3927	0.08
166385	8902	0.00
166387	6388	0.00
166411	1444	0.07
166446	6447	0.06
166446	8963	0.06
166474	1507	0.03
166475	8992	0.02
166551	6552	0.06
166574	1607	0.06
166577	1610	0.00
166578	1611	0.08
166592	1625	0.07
166641	1674	0.00
166643	1676	0.05
166652	9169	0.03
166694	1727	0.02
166717	9234	0.08
166740	1773	0.02
166759	1792	0.07
166821	4370	0.00
166826	4375	0.01
166863	9380	0.06
166864	6865	0.01
166895	1928	0.05
166900	9417	0.08
166915	9432	0.07
166920	4469	0.03
166944	4493	0.02
166954	9471	0.01
166963	4512	0.00
167015	9532	0.02
167024	7025	0.02
167028	2061	0.08
167028	9545	0.02
167046	7047	0.02
167047	9564	0.03
167063	9580	0.04
167067	7068	0.02
167077	7078	0.06
167099	4648	0.05
167110	4659	0.00
167125	9642	0.02
167127	2160	0.06
167146	2179	0.01
167150	4699	0.06
167173	7174	0.05
167180	7181	0.03
167182	2215	0.01
167190	4739	0.08
167208	4757	0.05
167239	2272	0.03
167246	7247	0.00
167256	4805	0.03
167270	9787	0.03
167272	7273	0.08
167280	2313	0.00
167306	4855	0.08
167361	7362	0.07
167371	2404	0.03
167377	7378	0.05
167389	7390	0.08
167423	7424	0.02
167477	7478	0.05
167505	22	0.02
167545	5094	0.01
167559	76	0.00
167568	2601	0.10
167617	5166	0.07
167649	7650	0.01
167650	5199	0.00
167656	2689	0.07
167678	5227	0.05
167718	2751	0.08
167719	236	0.01
167726	5275	0.05
167733	250	0.04
167750	7751	0.01
167758	275	0.02
167762	279	0.08
167762	5311	0.00
167826	7827	0.01
167828	345	0.01
167840	2873	0.02
167879	396	0.07
167890	2923	0.00
167908	7909	0.03
167941	7942	0.07
167979	496	0.07
167986	7987	0.01
167997	5546	0.06
168002	3035	0.03
168077	3110	0.00
168078	595	0.02
168131	8132	0.03
168148	8149	0.02
168173	3206	0.03
168179	3212	0.00
168190	8191	0.08
168253	770	0.05
168292	8293	0.07
168308	825	0.02
168341	5890	0.05
168355	3388	0.08
168357	874	0.08
168377	5926	0.06
168387	904	0.02
168393	8394	0.00
168398	5947	0.06
168404	5953	0.03
168406	8407	0.06
168410	927	0.08
168416	8417	0.02
168467	6016	0.07
168493	6042	0.07
168496	1013	0.02
168511	8512	0.06
168513	1030	0.03
168528	1045	0.03
168532	8533	0.03
168542	6091	0.05
168569	3602	0.04
168578	3611	0.03
168653	6202	0.03
168667	3700	0.03
168675	8676	0.00
168710	3743	0.01
168724	1241	0.04
168802	1319	0.08
168823	8824	0.01
168841	6390	0.05
168844	1361	0.04
168890	8891	0.02
168899	1416	0.05
168912	8913	0.04
168916	6465	0.03
168925	8926	0.01
168935	1452	0.04
168955	3988	0.06
168992	1509	0.07
168995	1512	0.05
169004	6553	0.07
169018	9019	0.01
169045	9046	0.00
169048	4081	0.02
169069	4102	0.00
169074	1591	0.07
169075	6624	0.05
169101	9102	0.00
169143	6692	0.07
169193	4226	0.08
169238	6787	0.08
169239	6788	0.04
169347	6896	0.05
169366	4399	0.03
169368	9369	0.04
169422	9423	0.05
169448	9449	0.03
169470	9471	0.08
169479	7028	0.04
169486	7035	0.01
169507	4540	0.06
169544	4577	0.06
169547	9548	0.00
169549	7098	0.04
169552	7101	0.02
169570	2087	0.04
169635	9636	0.07
169644	2161	0.00
169647	9648	0.05
169657	7206	0.07
169664	2181	0.06
169681	2198	0.08
169688	9689	0.06
169700	9701	0.08
169702	4735	0.08
169733	2250	0.06
169745	9746	0.03
169786	7335	0.00
169803	9804	0.00
169807	7356	0.00
169849	9850	0.07
169856	4889	0.03
169858	9859	0.02
169866	7415	0.03
169914	9915	0.03
169920	9921	0.01
169943	4976	0.02
169980	9981	0.03
169983	7532	0.08
169992	7541	0.06
170010	2528	0.05
170012	5047	0.02
170012	7564	0.02
170021	5056	0.07
170036	2554	0.05
170166	2684	0.01
170188	5223	0.00
170215	7767	0.06
170228	229	0.03
170234	235	0.02
170251	7803	0.08
170294	295	0.06
170299	300	0.07
170327	5362	0.07
170361	7913	0.00
170376	5411	0.02
170390	391	0.05
170412	413	0.02
170416	2934	0.03
170427	2945	0.08
170444	445	0.01
170472	5507	0.01
170507	8059	0.04
170528	529	0.05
170666	3184	0.03
170689	690	0.06
170692	8244	0.00
170700	8252	0.05
170718	5753	0.07
170747	5782	0.01
170828	5863	0.04
170847	8399	0.04
170852	8404	0.06
170941	5976	0.03
170995	996	0.08
171088	3606	0.01
